Semi-Major Axis,Planet Radius,Planet Density,Planet Surface Pressure,kappa,gamma1,gamma2,alpha,beta,Planet Surface Temperature,H20 abundance,CO2 abundance,O2 abundance,N2 abundance,CH4 abundance,N2O abundance,CO abundance,O3 abundance,SO2 abundance,NH3 abundance,C2H6 abundance,NO2 abundance,Avg Mol Weight,Mean Surface Albedo
1.715127,4784.145073,4.9958,4.63838,-2.745324,0.735622,-0.286948,0.641666,0.756138,237.464144,0.043725,0.662166,0.115371,0.0982,0.047715,0.008109,0.004633,0.001051,0.016844,0.002147,2.9e-05,1e-05,38.791947,0.464953
3.141779,8224.592597,6.461,5.822802,-2.78122,0.676004,-0.144594,0.321706,1.034515,257.305771,0.017633,0.320989,0.184168,0.414576,0.043484,0.000926,0.008937,0.00057,0.007929,0.000409,0.000374,4e-06,33.493,0.618522
1.217848,8622.973093,6.65,0.351283,-2.627744,-0.13027,-0.653221,0.866825,0.912812,252.094018,0.059391,0.016147,0.546399,0.245389,0.074322,0.018095,0.012137,0.00456,0.019511,0.003805,0.000233,1.1e-05,30.008449,0.142837
0.832709,7876.184048,6.2445,0.778681,-2.585833,1.015678,-0.353109,0.624557,0.914404,214.440265,0.019004,0.408773,0.406795,0.104434,0.04127,0.007964,0.006792,0.001023,0.002749,0.000793,0.0004,4e-06,35.727996,0.499533
1.843825,6400.055371,5.3981,0.524024,-2.788137,0.897797,-1.359141,0.131381,0.840673,164.872988,0.021568,0.273134,0.263373,0.380484,0.038379,0.008838,0.004793,0.000932,0.004104,0.004237,0.000153,4e-06,33.018753,0.766516
1.608417,10057.424776,7.5001,0.164969,-2.030302,-1.41291,-0.808585,0.337483,0.933829,224.203092,0.041147,0.448604,0.307567,0.139121,0.040105,0.006897,0.003239,0.001053,0.008461,0.003436,0.000364,7e-06,35.922788,0.414769
1.843825,6400.055371,5.3981,0.524024,-2.788137,0.897797,-1.359141,0.131381,0.840673,164.872988,0.021568,0.273134,0.263373,0.380484,0.038379,0.008838,0.004793,0.000932,0.004104,0.004237,0.000153,4e-06,33.018753,0.766516
1.217848,8622.973093,6.65,0.351283,-2.627744,-0.13027,-0.653221,0.866825,0.912812,252.094018,0.059391,0.016147,0.546399,0.245389,0.074322,0.018095,0.012137,0.00456,0.019511,0.003805,0.000233,1.1e-05,30.008449,0.142837
1.843825,6400.055371,5.3981,0.524024,-2.788137,0.897797,-1.359141,0.131381,0.840673,164.872988,0.021568,0.273134,0.263373,0.380484,0.038379,0.008838,0.004793,0.000932,0.004104,0.004237,0.000153,4e-06,33.018753,0.766516
1.696089,7293.518188,5.9915,2.787938,-2.615516,-0.020778,-1.435988,0.951767,0.931425,292.519051,0.000105,0.146069,0.395182,0.414243,0.022461,0.007403,0.004656,0.002032,0.004814,0.002909,0.00012,5e-06,31.955749,0.62991
1.608417,10057.424776,7.5001,0.164969,-2.030302,-1.41291,-0.808585,0.337483,0.933829,224.203092,0.041147,0.448604,0.307567,0.139121,0.040105,0.006897,0.003239,0.001053,0.008461,0.003436,0.000364,7e-06,35.922788,0.414769
0.236862,5547.156365,5.2366,3.132822,-2.729805,0.674501,-0.504562,0.530268,0.946155,305.640884,0.022348,0.326549,0.429376,0.156855,0.041486,0.009598,0.000569,0.003302,0.008869,0.000875,0.000164,9e-06,34.758161,0.139459
0.832709,7876.184048,6.2445,0.778681,-2.585833,1.015678,-0.353109,0.624557,0.914404,214.440265,0.019004,0.408773,0.406795,0.104434,0.04127,0.007964,0.006792,0.001023,0.002749,0.000793,0.0004,4e-06,35.727996,0.499533
1.843825,6400.055371,5.3981,0.524024,-2.788137,0.897797,-1.359141,0.131381,0.840673,164.872988,0.021568,0.273134,0.263373,0.380484,0.038379,0.008838,0.004793,0.000932,0.004104,0.004237,0.000153,4e-06,33.018753,0.766516
2.090022036752909,339.64241970512523,-54.94666991785988,-55.08527143200219,-55.30607056131634,-55.156823902581614,-55.19587059792595,-55.13362342776293,-55.11799455772029,-42.64188154676286,-54.29756080297818,-54.28451701990166,-54.283418554466856,-54.28837600253777,-54.2972787653335,-54.29898741892494,-54.29905277340844,-54.29927953223446,-54.29889977492861,-54.299272120063776,-54.29939948583039,-54.29940980261215,-52.80981533725149,-54.56843664112469
1.696089,7293.518188,5.9915,2.787938,-2.615516,-0.020778,-1.435988,0.951767,0.931425,292.519051,0.000105,0.146069,0.395182,0.414243,0.022461,0.007403,0.004656,0.002032,0.004814,0.002909,0.00012,5e-06,31.955749,0.62991
1.608417,10057.424776,7.5001,0.164969,-2.030302,-1.41291,-0.808585,0.337483,0.933829,224.203092,0.041147,0.448604,0.307567,0.139121,0.040105,0.006897,0.003239,0.001053,0.008461,0.003436,0.000364,7e-06,35.922788,0.414769
3.141779,8224.592597,6.461,5.822802,-2.78122,0.676004,-0.144594,0.321706,1.034515,257.305771,0.017633,0.320989,0.184168,0.414576,0.043484,0.000926,0.008937,0.00057,0.007929,0.000409,0.000374,4e-06,33.493,0.618522
0.236862,5547.156365,5.2366,3.132822,-2.729805,0.674501,-0.504562,0.530268,0.946155,305.640884,0.022348,0.326549,0.429376,0.156855,0.041486,0.009598,0.000569,0.003302,0.008869,0.000875,0.000164,9e-06,34.758161,0.139459
0.236862,5547.156365,5.2366,3.132822,-2.729805,0.674501,-0.504562,0.530268,0.946155,305.640884,0.022348,0.326549,0.429376,0.156855,0.041486,0.009598,0.000569,0.003302,0.008869,0.000875,0.000164,9e-06,34.758161,0.139459
3.141779,8224.592597,6.461,5.822802,-2.78122,0.676004,-0.144594,0.321706,1.034515,257.305771,0.017633,0.320989,0.184168,0.414576,0.043484,0.000926,0.008937,0.00057,0.007929,0.000409,0.000374,4e-06,33.493,0.618522
3.141779,8224.592597,6.461,5.822802,-2.78122,0.676004,-0.144594,0.321706,1.034515,257.305771,0.017633,0.320989,0.184168,0.414576,0.043484,0.000926,0.008937,0.00057,0.007929,0.000409,0.000374,4e-06,33.493,0.618522
1.608417,10057.424776,7.5001,0.164969,-2.030302,-1.41291,-0.808585,0.337483,0.933829,224.203092,0.041147,0.448604,0.307567,0.139121,0.040105,0.006897,0.003239,0.001053,0.008461,0.003436,0.000364,7e-06,35.922788,0.414769
1.715127,4784.145073,4.9958,4.63838,-2.745324,0.735622,-0.286948,0.641666,0.756138,237.464144,0.043725,0.662166,0.115371,0.0982,0.047715,0.008109,0.004633,0.001051,0.016844,0.002147,2.9e-05,1e-05,38.791947,0.464953
0.555307,3577.632753,4.7709,5.450927,-3.218203,-0.601639,-0.361081,0.66334,0.899372,227.583264,0.030615,0.327813,0.465214,0.123825,0.029065,3.8e-05,0.00857,0.002687,0.007918,0.004048,0.000201,7e-06,34.752825,0.315428
1.843825,6400.055371,5.3981,0.524024,-2.788137,0.897797,-1.359141,0.131381,0.840673,164.872988,0.021568,0.273134,0.263373,0.380484,0.038379,0.008838,0.004793,0.000932,0.004104,0.004237,0.000153,4e-06,33.018753,0.766516
1.608417,10057.424776,7.5001,0.164969,-2.030302,-1.41291,-0.808585,0.337483,0.933829,224.203092,0.041147,0.448604,0.307567,0.139121,0.040105,0.006897,0.003239,0.001053,0.008461,0.003436,0.000364,7e-06,35.922788,0.414769
1.696089,7293.518188,5.9915,2.787938,-2.615516,-0.020778,-1.435988,0.951767,0.931425,292.519051,0.000105,0.146069,0.395182,0.414243,0.022461,0.007403,0.004656,0.002032,0.004814,0.002909,0.00012,5e-06,31.955749,0.62991
1.715127,4784.145073,4.9958,4.63838,-2.745324,0.735622,-0.286948,0.641666,0.756138,237.464144,0.043725,0.662166,0.115371,0.0982,0.047715,0.008109,0.004633,0.001051,0.016844,0.002147,2.9e-05,1e-05,38.791947,0.464953
2.090022036752909,339.64241970512523,-54.94666991785988,-55.08527143200219,-55.30607056131634,-55.156823902581614,-55.19587059792595,-55.13362342776293,-55.11799455772029,-42.64188154676286,-54.29756080297818,-54.28451701990166,-54.283418554466856,-54.28837600253777,-54.2972787653335,-54.29898741892494,-54.29905277340844,-54.29927953223446,-54.29889977492861,-54.299272120063776,-54.29939948583039,-54.29940980261215,-52.80981533725149,-54.56843664112469
1.217848,8622.973093,6.65,0.351283,-2.627744,-0.13027,-0.653221,0.866825,0.912812,252.094018,0.059391,0.016147,0.546399,0.245389,0.074322,0.018095,0.012137,0.00456,0.019511,0.003805,0.000233,1.1e-05,30.008449,0.142837
0.555307,3577.632753,4.7709,5.450927,-3.218203,-0.601639,-0.361081,0.66334,0.899372,227.583264,0.030615,0.327813,0.465214,0.123825,0.029065,3.8e-05,0.00857,0.002687,0.007918,0.004048,0.000201,7e-06,34.752825,0.315428
0.236862,5547.156365,5.2366,3.132822,-2.729805,0.674501,-0.504562,0.530268,0.946155,305.640884,0.022348,0.326549,0.429376,0.156855,0.041486,0.009598,0.000569,0.003302,0.008869,0.000875,0.000164,9e-06,34.758161,0.139459
0.555307,3577.632753,4.7709,5.450927,-3.218203,-0.601639,-0.361081,0.66334,0.899372,227.583264,0.030615,0.327813,0.465214,0.123825,0.029065,3.8e-05,0.00857,0.002687,0.007918,0.004048,0.000201,7e-06,34.752825,0.315428
-57.96736144390261,253.07610016663884,-64.0067057156057,-64.12519373800994,-64.38648862083964,-64.22358536763213,-64.27020578050734,-64.21689929619076,-64.20229117120172,-51.94293398664847,-64.32241398585748,-64.3080727258363,-64.30714532498368,-64.31297906916654,-64.3205195464807,-64.32215868268642,-64.3222335778326,-64.32242901557875,-64.32199779683431,-64.32225065218807,-64.32237071994973,-64.32238052687167,-62.857523954723646,-64.4994722601463
1.608417,10057.424776,7.5001,0.164969,-2.030302,-1.41291,-0.808585,0.337483,0.933829,224.203092,0.041147,0.448604,0.307567,0.139121,0.040105,0.006897,0.003239,0.001053,0.008461,0.003436,0.000364,7e-06,35.922788,0.414769
1.715127,4784.145073,4.9958,4.63838,-2.745324,0.735622,-0.286948,0.641666,0.756138,237.464144,0.043725,0.662166,0.115371,0.0982,0.047715,0.008109,0.004633,0.001051,0.016844,0.002147,2.9e-05,1e-05,38.791947,0.464953
1.843825,6400.055371,5.3981,0.524024,-2.788137,0.897797,-1.359141,0.131381,0.840673,164.872988,0.021568,0.273134,0.263373,0.380484,0.038379,0.008838,0.004793,0.000932,0.004104,0.004237,0.000153,4e-06,33.018753,0.766516
0.236862,5547.156365,5.2366,3.132822,-2.729805,0.674501,-0.504562,0.530268,0.946155,305.640884,0.022348,0.326549,0.429376,0.156855,0.041486,0.009598,0.000569,0.003302,0.008869,0.000875,0.000164,9e-06,34.758161,0.139459
1.696089,7293.518188,5.9915,2.787938,-2.615516,-0.020778,-1.435988,0.951767,0.931425,292.519051,0.000105,0.146069,0.395182,0.414243,0.022461,0.007403,0.004656,0.002032,0.004814,0.002909,0.00012,5e-06,31.955749,0.62991
1.843825,6400.055371,5.3981,0.524024,-2.788137,0.897797,-1.359141,0.131381,0.840673,164.872988,0.021568,0.273134,0.263373,0.380484,0.038379,0.008838,0.004793,0.000932,0.004104,0.004237,0.000153,4e-06,33.018753,0.766516
1.715127,4784.145073,4.9958,4.63838,-2.745324,0.735622,-0.286948,0.641666,0.756138,237.464144,0.043725,0.662166,0.115371,0.0982,0.047715,0.008109,0.004633,0.001051,0.016844,0.002147,2.9e-05,1e-05,38.791947,0.464953
1.843825,6400.055371,5.3981,0.524024,-2.788137,0.897797,-1.359141,0.131381,0.840673,164.872988,0.021568,0.273134,0.263373,0.380484,0.038379,0.008838,0.004793,0.000932,0.004104,0.004237,0.000153,4e-06,33.018753,0.766516
0.832709,7876.184048,6.2445,0.778681,-2.585833,1.015678,-0.353109,0.624557,0.914404,214.440265,0.019004,0.408773,0.406795,0.104434,0.04127,0.007964,0.006792,0.001023,0.002749,0.000793,0.0004,4e-06,35.727996,0.499533
0.555307,3577.632753,4.7709,5.450927,-3.218203,-0.601639,-0.361081,0.66334,0.899372,227.583264,0.030615,0.327813,0.465214,0.123825,0.029065,3.8e-05,0.00857,0.002687,0.007918,0.004048,0.000201,7e-06,34.752825,0.315428
1.715127,4784.145073,4.9958,4.63838,-2.745324,0.735622,-0.286948,0.641666,0.756138,237.464144,0.043725,0.662166,0.115371,0.0982,0.047715,0.008109,0.004633,0.001051,0.016844,0.002147,2.9e-05,1e-05,38.791947,0.464953
1.715127,4784.145073,4.9958,4.63838,-2.745324,0.735622,-0.286948,0.641666,0.756138,237.464144,0.043725,0.662166,0.115371,0.0982,0.047715,0.008109,0.004633,0.001051,0.016844,0.002147,2.9e-05,1e-05,38.791947,0.464953
0.555307,3577.632753,4.7709,5.450927,-3.218203,-0.601639,-0.361081,0.66334,0.899372,227.583264,0.030615,0.327813,0.465214,0.123825,0.029065,3.8e-05,0.00857,0.002687,0.007918,0.004048,0.000201,7e-06,34.752825,0.315428
0.236862,5547.156365,5.2366,3.132822,-2.729805,0.674501,-0.504562,0.530268,0.946155,305.640884,0.022348,0.326549,0.429376,0.156855,0.041486,0.009598,0.000569,0.003302,0.008869,0.000875,0.000164,9e-06,34.758161,0.139459
2.090022036752909,339.64241970512523,-54.94666991785988,-55.08527143200219,-55.30607056131634,-55.156823902581614,-55.19587059792595,-55.13362342776293,-55.11799455772029,-42.64188154676286,-54.29756080297818,-54.28451701990166,-54.283418554466856,-54.28837600253777,-54.2972787653335,-54.29898741892494,-54.29905277340844,-54.29927953223446,-54.29889977492861,-54.299272120063776,-54.29939948583039,-54.29940980261215,-52.80981533725149,-54.56843664112469
1.696089,7293.518188,5.9915,2.787938,-2.615516,-0.020778,-1.435988,0.951767,0.931425,292.519051,0.000105,0.146069,0.395182,0.414243,0.022461,0.007403,0.004656,0.002032,0.004814,0.002909,0.00012,5e-06,31.955749,0.62991
1.843825,6400.055371,5.3981,0.524024,-2.788137,0.897797,-1.359141,0.131381,0.840673,164.872988,0.021568,0.273134,0.263373,0.380484,0.038379,0.008838,0.004793,0.000932,0.004104,0.004237,0.000153,4e-06,33.018753,0.766516
3.141779,8224.592597,6.461,5.822802,-2.78122,0.676004,-0.144594,0.321706,1.034515,257.305771,0.017633,0.320989,0.184168,0.414576,0.043484,0.000926,0.008937,0.00057,0.007929,0.000409,0.000374,4e-06,33.493,0.618522
1.843825,6400.055371,5.3981,0.524024,-2.788137,0.897797,-1.359141,0.131381,0.840673,164.872988,0.021568,0.273134,0.263373,0.380484,0.038379,0.008838,0.004793,0.000932,0.004104,0.004237,0.000153,4e-06,33.018753,0.766516
1.715127,4784.145073,4.9958,4.63838,-2.745324,0.735622,-0.286948,0.641666,0.756138,237.464144,0.043725,0.662166,0.115371,0.0982,0.047715,0.008109,0.004633,0.001051,0.016844,0.002147,2.9e-05,1e-05,38.791947,0.464953
1.843825,6400.055371,5.3981,0.524024,-2.788137,0.897797,-1.359141,0.131381,0.840673,164.872988,0.021568,0.273134,0.263373,0.380484,0.038379,0.008838,0.004793,0.000932,0.004104,0.004237,0.000153,4e-06,33.018753,0.766516
1.843825,6400.055371,5.3981,0.524024,-2.788137,0.897797,-1.359141,0.131381,0.840673,164.872988,0.021568,0.273134,0.263373,0.380484,0.038379,0.008838,0.004793,0.000932,0.004104,0.004237,0.000153,4e-06,33.018753,0.766516
3.141779,8224.592597,6.461,5.822802,-2.78122,0.676004,-0.144594,0.321706,1.034515,257.305771,0.017633,0.320989,0.184168,0.414576,0.043484,0.000926,0.008937,0.00057,0.007929,0.000409,0.000374,4e-06,33.493,0.618522
1.217848,8622.973093,6.65,0.351283,-2.627744,-0.13027,-0.653221,0.866825,0.912812,252.094018,0.059391,0.016147,0.546399,0.245389,0.074322,0.018095,0.012137,0.00456,0.019511,0.003805,0.000233,1.1e-05,30.008449,0.142837
1.696089,7293.518188,5.9915,2.787938,-2.615516,-0.020778,-1.435988,0.951767,0.931425,292.519051,0.000105,0.146069,0.395182,0.414243,0.022461,0.007403,0.004656,0.002032,0.004814,0.002909,0.00012,5e-06,31.955749,0.62991
1.843825,6400.055371,5.3981,0.524024,-2.788137,0.897797,-1.359141,0.131381,0.840673,164.872988,0.021568,0.273134,0.263373,0.380484,0.038379,0.008838,0.004793,0.000932,0.004104,0.004237,0.000153,4e-06,33.018753,0.766516
2.090022036752909,339.64241970512523,-54.94666991785988,-55.08527143200219,-55.30607056131634,-55.156823902581614,-55.19587059792595,-55.13362342776293,-55.11799455772029,-42.64188154676286,-54.29756080297818,-54.28451701990166,-54.283418554466856,-54.28837600253777,-54.2972787653335,-54.29898741892494,-54.29905277340844,-54.29927953223446,-54.29889977492861,-54.299272120063776,-54.29939948583039,-54.29940980261215,-52.80981533725149,-54.56843664112469
1.843825,6400.055371,5.3981,0.524024,-2.788137,0.897797,-1.359141,0.131381,0.840673,164.872988,0.021568,0.273134,0.263373,0.380484,0.038379,0.008838,0.004793,0.000932,0.004104,0.004237,0.000153,4e-06,33.018753,0.766516
0.236862,5547.156365,5.2366,3.132822,-2.729805,0.674501,-0.504562,0.530268,0.946155,305.640884,0.022348,0.326549,0.429376,0.156855,0.041486,0.009598,0.000569,0.003302,0.008869,0.000875,0.000164,9e-06,34.758161,0.139459
0.832709,7876.184048,6.2445,0.778681,-2.585833,1.015678,-0.353109,0.624557,0.914404,214.440265,0.019004,0.408773,0.406795,0.104434,0.04127,0.007964,0.006792,0.001023,0.002749,0.000793,0.0004,4e-06,35.727996,0.499533
3.141779,8224.592597,6.461,5.822802,-2.78122,0.676004,-0.144594,0.321706,1.034515,257.305771,0.017633,0.320989,0.184168,0.414576,0.043484,0.000926,0.008937,0.00057,0.007929,0.000409,0.000374,4e-06,33.493,0.618522
1.696089,7293.518188,5.9915,2.787938,-2.615516,-0.020778,-1.435988,0.951767,0.931425,292.519051,0.000105,0.146069,0.395182,0.414243,0.022461,0.007403,0.004656,0.002032,0.004814,0.002909,0.00012,5e-06,31.955749,0.62991
0.832709,7876.184048,6.2445,0.778681,-2.585833,1.015678,-0.353109,0.624557,0.914404,214.440265,0.019004,0.408773,0.406795,0.104434,0.04127,0.007964,0.006792,0.001023,0.002749,0.000793,0.0004,4e-06,35.727996,0.499533
0.555307,3577.632753,4.7709,5.450927,-3.218203,-0.601639,-0.361081,0.66334,0.899372,227.583264,0.030615,0.327813,0.465214,0.123825,0.029065,3.8e-05,0.00857,0.002687,0.007918,0.004048,0.000201,7e-06,34.752825,0.315428
